,strctid,gsq_foot,x,y,numprec
1701,S0030896,2467.94,-94.48144,37.11697,0.0
1702,S0030906,2452.749,-94.48325,37.12016,2.0
1703,S0024814,3873.614,-94.48386,37.12338,2.0
1704,S0030916,2905.146,-94.48319,37.12178,2.0
1705,S0031518,2213.366,-94.48328,37.12073,2.0
1706,S0030907,3305.494,-94.48326,37.12045,2.0
1707,S0030907,3305.494,-94.48326,37.12045,2.0
1708,S0030906,2452.749,-94.48325,37.12016,4.0
1709,S0024888,1787.193,-94.48468,37.1221,3.0
1710,S0024698,2732.995,-94.48296,37.12296,2.0
1711,S0030916,2905.146,-94.48319,37.12178,4.0
1712,S0031519,3055.821,-94.48326,37.12128,6.0
1713,S0024888,1787.193,-94.48468,37.1221,6.0
1714,S0031518,2213.366,-94.48328,37.12073,2.0
1715,S0031469,2356.116,-94.48351,37.11986,3.0
1716,S0024814,3873.614,-94.48386,37.12338,2.0
1717,S0031519,3055.821,-94.48326,37.12128,2.0
1718,S0031469,2356.116,-94.48351,37.11986,2.0
1719,S0024698,2732.995,-94.48296,37.12296,2.0
1720,S0024815,5060.601,-94.48412,37.12099,1.0
1721,S0024815,5060.601,-94.48412,37.12099,4.0
1722,S0024815,5060.601,-94.48412,37.12099,5.0
1723,S0024879,3330.5370000000003,-94.49035,37.11744,5.0
1724,S0024591,2681.176,-94.49316,37.12239,2.0
1725,S0030924,3074.168,-94.49277,37.11939,2.0
1726,S0024857,2777.0690000000004,-94.49301,37.11728,4.0
1727,S0024858,2381.698,-94.49273,37.117340000000006,1.0
1728,S0030933,2808.7270000000003,-94.49306,37.12021,7.0
1729,S0030937,3895.197,-94.49181,37.12016,2.0
1730,S0024874,3004.757,-94.49007,37.11742,2.0
1731,S0030937,3895.197,-94.49181,37.12016,4.0
1732,S0030925,3345.337,-94.49154,37.11937,4.0
1733,S0030921,2466.802,-94.49281,37.11896,1.0
1734,S0030931,2906.681,-94.49341,37.11979,2.0
1735,S0030919,2755.005,-94.49344,37.11898,2.0
1736,S0030936,3727.069,-94.49213,37.12019,2.0
1737,S0024875,2731.487,-94.4897,37.11742,2.0
1738,S0024863,2271.052,-94.49242,37.11731,2.0
1739,S0030922,1595.861,-94.4934,37.11942,1.0
1740,S0030946,3049.531,-94.48999,37.11965,2.0
1741,S0030944,2799.865,-94.48938,37.11964,2.0
1742,S0030926,2241.164,-94.49002,37.11882,1.0
1743,S0024872,3360.858,-94.49123,37.11737,3.0
1744,S0030935,3296.639,-94.49242,37.12019,4.0
1745,S0024688,3349.303,-94.48946,37.12298,2.0
1746,S0030923,2458.577,-94.49308,37.1194,1.0
1747,S0024880,3313.783,-94.49065,37.1174,3.0
1748,S0024865,2918.003,-94.49184,37.11736,2.0
1749,S0030943,2658.93,-94.48936,37.12004,5.0
1750,S0024864,2643.184,-94.49214,37.117340000000006,5.0
1751,S0030927,3167.711,-94.48971,37.11885,4.0
1752,S0024685,3519.951,-94.49256,37.12368,1.0
1753,S0024697,3324.329,-94.48591,37.12344,1.0
1754,S0024865,2918.003,-94.49184,37.11736,3.0
1755,S0030942,2619.106,-94.48965,37.120090000000005,3.0
1756,S0030863,4104.508,-94.48807,37.11768,2.0
1757,S0024591,2681.176,-94.49316,37.12239,2.0
1758,S0024864,2643.184,-94.49214,37.117340000000006,2.0
1759,S0030867,2536.061,-94.48878,37.11719,4.0
1760,S0024873,2399.331,-94.49154,37.11736,4.0
1761,S0030941,3247.973,-94.48995,37.12011,2.0
1762,S0024686,3770.489,-94.49017,37.12314,2.0
1763,S0030940,2926.28,-94.49027,37.12012,1.0
1764,S0024687,4480.333,-94.49109,37.12287,2.0
1765,S0030925,3345.337,-94.49154,37.11937,2.0
1766,S0030865,2342.734,-94.48874,37.11769,1.0
1767,S0030948,3601.2790000000005,-94.49059,37.11971,4.0
1768,S0024690,1652.0839999999998,-94.48695,37.12344,3.0
1769,S0030924,3074.168,-94.49277,37.11939,2.0
1770,S0030921,2466.802,-94.49281,37.11896,2.0
1771,S0030947,3038.7790000000005,-94.4903,37.11965,2.0
1772,S0030863,4104.508,-94.48807,37.11768,2.0
1773,S0030866,2682.804,-94.48913,37.11766,1.0
1774,S0024688,3349.303,-94.48946,37.12298,3.0
1775,S0030867,2536.061,-94.48878,37.11719,3.0
1776,S0024872,3360.858,-94.49123,37.11737,2.0
1777,S0030940,2926.28,-94.49027,37.12012,2.0
1778,S0030934,3194.268,-94.49272,37.12019,2.0
1779,S0024856,2048.254,-94.49332,37.11729,2.0
1780,S0024588,1862.542,-94.49318,37.1177,2.0
1781,S0031496,2756.62,-94.48969,37.11927,2.0
1782,S0031496,2756.62,-94.48969,37.11927,5.0
1783,S0031508,3356.128,-94.48912,37.11722,2.0
1784,S0030942,2619.106,-94.48965,37.120090000000005,3.0
1785,S0030948,3601.2790000000005,-94.49059,37.11971,2.0
1786,S0030934,3194.268,-94.49272,37.12019,3.0
1787,S0024856,2048.254,-94.49332,37.11729,0.0
1788,S0030930,2430.771,-94.49308,37.11977,0.0
1789,S0024373,2433.364,-94.49911,37.12733,2.0
1790,S0024391,2919.37,-94.49668,37.12735,2.0
1791,S0024362,1821.149,-94.49455,37.11867,2.0
1792,S0024371,3129.558,-94.49746,37.12735,1.0
1793,S0024368,2898.286,-94.49403,37.12726,2.0
1794,S0024370,2475.908,-94.4959,37.12728,5.0
1795,S0024393,4355.917,-94.49406,37.12444,2.0
1796,S0024366,2588.979,-94.49402,37.12517,2.0
1797,S0024372,3296.06,-94.49841,37.12731,4.0
1798,S0024363,3144.733,-94.49457,37.11831,2.0
1799,S0024366,2588.979,-94.49402,37.12517,2.0
1800,S0024391,2919.37,-94.49668,37.12735,7.0
1801,S0024365,2699.932,-94.49398,37.12581,1.0
1802,S0024363,3144.733,-94.49457,37.11831,2.0
1803,S0024364,1968.983,-94.49406,37.12656,0.0
1804,S0024423,526.908,-94.50404,37.12749,1.0
1805,S0024163,935.9891,-94.51033,37.12486,1.0
1806,S0024423,526.908,-94.50404,37.12749,2.0
1807,S0024163,935.9891,-94.51033,37.12486,1.0
1808,S0024478,725.2784,-94.50581,37.12663,2.0
1809,S0024422,446.3167,-94.50533,37.12753,2.0
1810,S0024478,725.2784,-94.50581,37.12663,1.0
1811,S0024406,971.768,-94.50553,37.12775,3.0
1812,S0024503,909.3745,-94.51103,37.12604,2.0
1813,S0024422,446.3167,-94.50533,37.12753,3.0
1814,S0024450,756.2758,-94.50491,37.12709,4.0
1815,S0024503,909.3745,-94.51103,37.12604,1.0
1816,S0024165,360.4859,-94.51004,37.12487,1.0
1817,S0024450,756.2758,-94.50491,37.12709,2.0
1818,S0024165,360.4859,-94.51004,37.12487,2.0
1819,S0024406,971.768,-94.50553,37.12775,1.0
1820,S0024481,1413.348,-94.50583,37.12642,1.0
1821,S0024469,2429.98,-94.50597,37.12677,1.0
1822,S0024447,1841.091,-94.50473,37.12715,2.0
1823,S0024411,1917.536,-94.50521,37.12762,2.0
1824,S0024481,1413.348,-94.50583,37.12642,4.0
1825,S0024481,1413.348,-94.50583,37.12642,3.0
1826,S0024505,2672.369,-94.5097,37.12584,4.0
1827,S0024426,3388.248,-94.50543,37.12733,2.0
1828,S0024168,1405.39,-94.50797,37.1247,3.0
1829,S0024419,1889.548,-94.50484,37.12756,2.0
1830,S0024158,2233.954,-94.51115,37.1258,4.0
1831,S0024168,1405.39,-94.50797,37.1247,3.0
1832,S0024504,3577.074,-94.51022,37.12585,2.0
1833,S0024447,1841.091,-94.50473,37.12715,3.0
1834,S0024395,2109.7870000000003,-94.51073,37.12794,4.0
1835,S0024166,1762.34,-94.51017,37.12479,2.0
1836,S0024440,1295.691,-94.50581,37.12708,1.0
1837,S0024160,1623.32,-94.51108,37.12532,4.0
1838,S0024158,2233.954,-94.51115,37.1258,3.0
1839,S0024419,1889.548,-94.50484,37.12756,1.0
1840,S0024447,1841.091,-94.50473,37.12715,3.0
1841,S0024452,2748.202,-94.50403,37.12707,1.0
1842,S0024440,1295.691,-94.50581,37.12708,2.0
1843,S0024168,1405.39,-94.50797,37.1247,5.0
1844,S0024505,2672.369,-94.5097,37.12584,2.0
1845,S0024166,1762.34,-94.51017,37.12479,1.0
1846,S0024411,1917.536,-94.50521,37.12762,2.0
1847,S0024395,2109.7870000000003,-94.51073,37.12794,3.0
1848,S0024505,2672.369,-94.5097,37.12584,1.0
1849,S0024419,1889.548,-94.50484,37.12756,4.0
1850,S0024504,3577.074,-94.51022,37.12585,3.0
1851,S0024160,1623.32,-94.51108,37.12532,3.0
1852,S0024411,1917.536,-94.50521,37.12762,1.0
1853,S0024452,2748.202,-94.50403,37.12707,2.0
1854,S0024469,2429.98,-94.50597,37.12677,1.0
1855,S0024395,2109.7870000000003,-94.51073,37.12794,4.0
1856,S0024426,3388.248,-94.50543,37.12733,4.0
1857,S0024440,1295.691,-94.50581,37.12708,2.0
1858,S0024452,2748.202,-94.50403,37.12707,0.0
1859,S0024166,1762.34,-94.51017,37.12479,0.0
1860,S0024426,3388.248,-94.50543,37.12733,0.0
1861,S0024158,2233.954,-94.51115,37.1258,0.0
1862,S0024160,1623.32,-94.51108,37.12532,0.0
1863,S0024469,2429.98,-94.50597,37.12677,0.0
1864,S0024504,3577.074,-94.51022,37.12585,0.0
1865,S0024430,4000.357,-94.50472,37.1273,0.0
1891,S0024400,365.4479,-94.51102,37.12788,3.0
1892,S0024400,365.4479,-94.51102,37.12788,1.0
1893,S0024175,1152.6989999999998,-94.50694,37.12151,4.0
1894,S0024186,599.2230000000001,-94.5037,37.12099,2.0
1895,S0024181,751.6409,-94.50282,37.12132,2.0
1896,S0024187,893.1891,-94.50698,37.12099,2.0
1897,S0024175,1152.6989999999998,-94.50694,37.12151,2.0
1898,S0024181,751.6409,-94.50282,37.12132,1.0
1899,S0024190,874.9893,-94.50385,37.12089,2.0
1900,S0024183,857.7887,-94.50389,37.12117,2.0
1901,S0024187,893.1891,-94.50698,37.12099,2.0
1902,S0024190,874.9893,-94.50385,37.12089,3.0
1903,S0024183,857.7887,-94.50389,37.12117,4.0
1904,S0024186,599.2230000000001,-94.5037,37.12099,4.0
1905,S0024331,3023.281,-94.50723,37.11821,2.0
1906,S0024192,1855.665,-94.50327,37.12083,5.0
1907,S0024184,3118.065,-94.50667,37.1211,1.0
1908,S0024331,3023.281,-94.50723,37.11821,1.0
1909,S0024185,1591.956,-94.50414,37.12105,0.0
1910,S0024278,111.2765,-94.5083,37.12034,3.0
1911,S0024316,1160.405,-94.50656,37.11952,2.0
1912,S0024316,1160.405,-94.50656,37.11952,1.0
1913,S0024316,1160.405,-94.50656,37.11952,3.0
1914,S0024316,1160.405,-94.50656,37.11952,6.0
1915,S0024316,1160.405,-94.50656,37.11952,0.0
1916,S0024210,629.8491,-94.50383,37.11996,3.0
1917,S0024207,775.1538,-94.50325,37.12015,2.0
1918,S0024195,989.7628,-94.50383,37.12058,1.0
1919,S0024201,262.9631,-94.50517,37.12019,2.0
1920,S0024197,989.7637,-94.50549,37.12051,3.0
1921,S0024202,101.8914,-94.50588,37.12017,2.0
1922,S0024326,1574.475,-94.5059,37.11872,3.0
1923,S0024230,483.0612,-94.50443,37.11857,2.0
1924,S0024325,215.7845,-94.50567,37.1188,1.0
1925,S0024215,497.3407,-94.50542,37.11946,4.0
1926,S0024321,618.0035,-94.50552,37.11897,2.0
1927,S0024219,199.1745,-94.50469,37.1194,1.0
1928,S0024220,403.5419,-94.50543,37.11938,3.0
1929,S0024221,377.2547,-94.50542,37.11931,1.0
1930,S0024327,1250.12,-94.50558,37.118590000000005,0.0
1931,S0024229,1615.19,-94.50465,37.11857,0.0
1932,S0024227,1016.474,-94.50489,37.11872,0.0
1933,S0024297,1031.557,-94.50775,37.11835,5.0
1934,S0024297,1031.557,-94.50775,37.11835,5.0
1935,S0024300,601.7368,-94.50785,37.11823,3.0
1936,S0024300,601.7368,-94.50785,37.11823,4.0
1937,S0024261,123.2206,-94.50926,37.12012,2.0
1938,S0024263,109.262,-94.50873,37.11999,4.0
1939,S0024196,430.4603,-94.50675,37.12056,4.0
1940,S0024312,809.4399,-94.507,37.12056,5.0
1941,S0024198,742.4736,-94.50647,37.12043,2.0
1942,S0024314,538.0881,-94.50643,37.11993,3.0
1943,S0024313,1279.81,-94.50654,37.12016,1.0
1944,S0024354,1545.94,-94.51167,37.11347,3.0
1945,S0024354,1545.94,-94.51167,37.11347,3.0
1946,S0024354,1545.94,-94.51167,37.11347,1.0
1947,S0024354,1545.94,-94.51167,37.11347,0.0
1948,S0024510,3242.228,-94.50542,37.11599,1.0
1949,S0024528,2821.4990000000003,-94.50613,37.11444,2.0
1950,S0030831,2754.018,-94.50499,37.11445,5.0
1951,S0030817,2763.5040000000004,-94.5045,37.11687,2.0
1952,S0030822,2638.535,-94.50488,37.11616,4.0
1953,S0024345,2466.437,-94.50594,37.11648,3.0
1954,S0030851,2489.237,-94.50077,37.11494,2.0
1955,S0024523,2137.563,-94.50768,37.11409,4.0
1956,S0030856,2824.6890000000003,-94.4994,37.11554,3.0
1957,S0031480,3185.681,-94.50489,37.11576,2.0
1958,S0030821,3282.098,-94.50488,37.11596,3.0
1959,S0024526,2907.173,-94.50727,37.11448,3.0
1960,S0030828,3231.532,-94.50497,37.1149,5.0
1961,S0030846,2817.23,-94.4994,37.11478,2.0
1962,S0030826,2856.445,-94.50493,37.1151,5.0
1963,S0024536,2600.526,-94.50669,37.1138,4.0
1964,S0030820,3330.408,-94.50435,37.11596,3.0
1965,S0024378,1091.729,-94.50896,37.11506,3.0
1966,S0024508,4154.427,-94.5033,37.11445,4.0
1967,S0024348,2658.42,-94.50543,37.11626,1.0
1968,S0030841,3975.054,-94.50664,37.11527,5.0
1969,S0030817,2763.5040000000004,-94.5045,37.11687,4.0
1970,S0024346,3181.076,-94.50537,37.11649,1.0
1971,S0030812,3008.308,-94.50553,37.11379,5.0
1972,S0024384,2313.137,-94.4989,37.11451,3.0
1973,S0024382,2345.831,-94.50024,37.11419,5.0
1974,S0030830,3325.632,-94.50497,37.11464,4.0
1975,S0030855,2498.665,-94.49944,37.1153,2.0
1976,S0030854,3758.08,-94.49883,37.1153,2.0
1977,S0030834,3736.426,-94.50443,37.11391,4.0
1978,S0030769,2599.179,-94.50442,37.11481,2.0
1979,S0024526,2907.173,-94.50727,37.11448,4.0
1980,S0024518,2742.026,-94.50554,37.11483,2.0
1981,S0024534,2576.833,-94.50667,37.11446,4.0
1982,S0024525,2654.396,-94.50724,37.11379,4.0
1983,S0024534,2576.833,-94.50667,37.11446,3.0
1984,S0030840,4046.231,-94.50665,37.11505,2.0
1985,S0024516,2889.448,-94.50607,37.11532,1.0
1986,S0024513,1661.719,-94.50551,37.11574,3.0
1987,S0024385,3586.706,-94.49888,37.11499,1.0
1988,S0024361,3014.732,-94.49493,37.11642,7.0
1989,S0030829,2858.849,-94.50442,37.11467,5.0
1990,S0030849,2626.251,-94.50025,37.11444,3.0
1991,S0024517,3114.856,-94.50612,37.115120000000005,2.0
1992,S0030819,3523.8,-94.50427,37.11647,6.0
1993,S0024535,3049.833,-94.50556,37.11396,3.0
1994,S0030834,3736.426,-94.50443,37.11391,2.0
1995,S0030835,3104.658,-94.50504,37.11424,4.0
1996,S0030819,3523.8,-94.50427,37.11647,2.0
1997,S0030847,3360.205,-94.49891,37.1143,1.0
1998,S0024512,2466.822,-94.50603,37.11581,2.0
1999,S0030816,3015.5370000000003,-94.50477,37.11685,2.0
2000,S0024347,3125.063,-94.50604,37.11628,3.0
2001,S0024387,2345.469,-94.50079,37.11445,4.0
2002,S0024343,2941.277,-94.50504,37.11686,1.0
2003,S0030852,2653.931,-94.50075,37.11518,4.0
2004,S0030851,2489.237,-94.50077,37.11494,4.0
2005,S0030856,2824.6890000000003,-94.4994,37.11554,4.0
2006,S0030845,3587.626,-94.50723,37.11547,4.0
2007,S0024348,2658.42,-94.50543,37.11626,4.0
2008,S0030832,2732.51,-94.50443,37.11443,2.0
2009,S0024518,2742.026,-94.50554,37.11483,1.0
2010,S0024520,2482.564,-94.50672,37.11464,2.0
2011,S0030829,2858.849,-94.50442,37.11467,3.0
2012,S0030833,3499.967,-94.5044,37.11412,2.0
2013,S0024530,3027.668,-94.5061,37.11423,1.0
2014,S0030838,4917.407999999999,-94.50646,37.116240000000005,2.0
2015,S0030845,3587.626,-94.50723,37.11547,4.0
2016,S0030818,3190.016,-94.50487,37.11647,4.0
2017,S0030846,2817.23,-94.4994,37.11478,2.0
2018,S0024386,2743.955,-94.49944,37.115,2.0
2019,S0030837,2650.8720000000003,-94.50473,37.11378,3.0
2020,S0030852,2653.931,-94.50075,37.11518,4.0
2021,S0024358,3628.11,-94.49894,37.11408,2.0
2022,S0030826,2856.445,-94.50493,37.1151,2.0
2023,S0024511,2591.741,-94.50598,37.11603,2.0
2024,S0024507,2314.244,-94.49879,37.1158,4.0
2025,S0030832,2732.51,-94.50443,37.11443,4.0
2026,S0024376,1662.289,-94.5086,37.1144,2.0
2027,S0030842,4131.898,-94.50656,37.11553,2.0
2028,S0030825,3825.475,-94.50496,37.11536,2.0
2029,S0030838,4917.407999999999,-94.50646,37.116240000000005,2.0
2030,S0024382,2345.831,-94.50024,37.11419,4.0
2031,S0030833,3499.967,-94.5044,37.11412,1.0
2032,S0024346,3181.076,-94.50537,37.11649,3.0
2033,S0024360,5913.734,-94.49431,37.11536,2.0
2034,S0024347,3125.063,-94.50604,37.11628,3.0
2035,S0024532,2488.354,-94.50668,37.11422,4.0
2036,S0030825,3825.475,-94.50496,37.11536,2.0
2037,S0024535,3049.833,-94.50556,37.11396,4.0
2038,S0030836,3655.516,-94.50504,37.113890000000005,4.0
2039,S0031480,3185.681,-94.50489,37.11576,3.0
2040,S0024384,2313.137,-94.4989,37.11451,5.0
2041,S0024510,3242.228,-94.50542,37.11599,4.0
2042,S0031305,6128.051,-94.50022,37.11373,2.0
2043,S0024390,3235.436,-94.49881,37.11551,2.0
2044,S0024523,2137.563,-94.50768,37.11409,3.0
2045,S0024386,2743.955,-94.49944,37.115,4.0
2046,S0030844,3521.368,-94.50719,37.11517,2.0
2047,S0030824,3403.16,-94.50435,37.11534,1.0
2048,S0030848,2441.915,-94.49932,37.11378,1.0
2049,S0030815,2803.844,-94.50549,37.11533,1.0
2050,S0024525,2654.396,-94.50724,37.11379,1.0
2051,S0024355,2694.246,-94.49534,37.11355,1.0
2052,S0024536,2600.526,-94.50669,37.1138,1.0
2053,S0030831,2754.018,-94.50499,37.11445,2.0
2054,S0024344,3067.389,-94.50559,37.11687,4.0
2055,S0030836,3655.516,-94.50504,37.113890000000005,1.0
2056,S0030814,2705.617,-94.50555,37.11465,4.0
2057,S0030814,2705.617,-94.50555,37.11465,1.0
2058,S0024520,2482.564,-94.50672,37.11464,2.0
2059,S0024342,2834.035,-94.50619,37.116890000000005,0.0
2060,S0024519,1616.42,-94.50604,37.11486,0.0
2061,S0030840,4046.231,-94.50665,37.11505,0.0
2062,S0024527,2501.157,-94.50724,37.11424,0.0
2063,S0024587,2668.601,-94.49358,37.11641,2.0
2064,S0024861,2014.407,-94.49367,37.11482,1.0
2065,S0024601,2562.003,-94.49321,37.11507,2.0
2066,S0024584,4279.641,-94.49358,37.115840000000006,2.0
2067,S0024860,2437.603,-94.49371,37.11459,2.0
2068,S0024607,2634.56,-94.49308,37.11668,2.0
2069,S0024606,2427.818,-94.49312,37.11634,2.0
2070,S0024602,2532.241,-94.49317,37.11534,4.0
2071,S0024600,2646.356,-94.49322,37.1148,3.0
2072,S0024605,1966.734,-94.49311,37.11612,1.0
2073,S0024586,2204.33,-94.49355,37.11668,1.0
2074,S0024603,2416.488,-94.49315,37.1156,2.0
2075,S0024582,2433.724,-94.49364,37.11536,2.0
2076,S0024583,3178.3990000000003,-94.49362,37.11561,1.0
2077,S0024604,2807.434,-94.4931,37.11589,2.0
2078,S0024855,1886.192,-94.49356,37.116890000000005,1.0
2079,S0024813,2283.305,-94.49367,37.11507,4.0
2080,S0030949,2920.719,-94.4931,37.11691,4.0
2081,S0024585,2911.9190000000003,-94.49355,37.11618,3.0
2082,S0024612,2283.4570000000003,-94.49259,37.11611,2.0
2083,S0024793,3862.861,-94.49215,37.11521,2.0
2084,S0024792,2865.512,-94.49213,37.11552,3.0
2085,S0024834,2161.006,-94.49214,37.11581,2.0
2086,S0024614,2355.875,-94.49255,37.116620000000005,3.0
2087,S0024887,3011.309,-94.49228,37.11692,1.0
2088,S0024830,2477.5370000000003,-94.49205,37.1166,1.0
2089,S0024886,2813.927,-94.49202,37.116890000000005,1.0
2090,S0024608,2322.685,-94.49261,37.11501,2.0
2091,S0024871,2044.406,-94.49257,37.1169,2.0
2092,S0024610,1625.214,-94.49261,37.11557,2.0
2093,S0024613,2773.577,-94.49258,37.11634,2.0
2094,S0024609,1742.41,-94.49261,37.11532,4.0
2095,S0024786,2818.771,-94.49212,37.116040000000005,5.0
2096,S0024827,3078.895,-94.49209,37.11633,2.0
2097,S0024611,2383.377,-94.49261,37.115840000000006,4.0
2098,S0030862,3293.785,-94.49004,37.11687,2.0
2099,S0030859,4293.5740000000005,-94.49053,37.11527,2.0
2100,S0024881,2252.282,-94.48975,37.11687,2.0
2101,S0030861,3337.842,-94.49046,37.11615,2.0
2102,S0030858,4791.438,-94.49061,37.11401,2.0
2103,S0024885,4324.469,-94.49145,37.11691,2.0
2104,S0030869,3068.465,-94.48966,37.11443,2.0
2105,S0024839,2745.5840000000003,-94.49056,37.11501,6.0
2106,S0030868,3151.753,-94.48989,37.11508,2.0
2107,S0024868,2281.689,-94.48956,37.11712,4.0
2108,S0030859,4293.5740000000005,-94.49053,37.11527,2.0
2109,S0031458,4301.105,-94.48864,37.11563,2.0
2110,S0024776,3274.764,-94.49152,37.11572,3.0
2111,S0024868,2281.689,-94.48956,37.11712,3.0
2112,S0024618,2763.692,-94.49158,37.11548,2.0
2113,S0024839,2745.5840000000003,-94.49056,37.11501,4.0
2114,S0024876,3056.144,-94.49068,37.11691,1.0
2115,S0030862,3293.785,-94.49004,37.11687,2.0
2116,S0030755,3247.326,-94.49059,37.11475,2.0
2117,S0024836,3350.4040000000005,-94.49156,37.1163,2.0
2118,S0024883,3079.285,-94.49098,37.11653,1.0
2119,S0024884,1359.609,-94.49117,37.11686,2.0
2120,S0030755,3247.326,-94.49059,37.11475,4.0
2121,S0024859,3017.308,-94.49156,37.11607,2.0
2122,S0030860,3440.393,-94.49112,37.11625,1.0
2123,S0024885,4324.469,-94.49145,37.11691,0.0
2124,S0030869,3068.465,-94.48966,37.11443,0.0
2125,S0024866,3395.312,-94.49055,37.11649,0.0
2126,S0024580,2169.618,-94.48952,37.11327,5.0
2127,S0030878,4104.531,-94.48597,37.11588,1.0
2128,S0030872,2342.742,-94.48854,37.1134,2.0
2129,S0024581,2147.47,-94.4882,37.1134,1.0
2130,S0030871,1860.414,-94.48901,37.11327,3.0
2131,S0024780,3599.311,-94.48674,37.11352,2.0
2132,S0030876,3640.143,-94.48595,37.11545,2.0
2133,S0024684,2908.607,-94.48753,37.11338,2.0
2134,S0024781,1462.533,-94.48621,37.11326,4.0
2135,S0031460,3417.26,-94.48592,37.11621,5.0
2136,S0030880,3153.191,-94.486,37.11663,1.0
2137,S0030877,3889.476,-94.48597,37.115590000000005,2.0
2138,S0024782,573.2801,-94.48634,37.11328,4.0
2139,S0031513,4604.848,-94.48546,37.11678,2.0
2140,S0024631,3568.567,-94.48464,37.11617,5.0
2141,S0030879,3037.868,-94.48539,37.11654,2.0
2142,S0024630,2670.3540000000003,-94.48459,37.11657,2.0
2143,S0031520,2673.318,-94.48389,37.119240000000005,4.0
2144,S0030904,2622.2,-94.48329,37.11946,3.0
2145,S0031520,2673.318,-94.48389,37.119240000000005,1.0
2146,S0031520,2673.318,-94.48389,37.119240000000005,2.0
2147,S0030881,2825.949,-94.48449,37.11735,3.0
2148,S0031514,3225.543,-94.48521,37.11953,1.0
2149,S0030905,3086.572,-94.48332,37.1192,2.0
2150,S0030904,2622.2,-94.48329,37.11946,2.0
2151,S0030881,2825.949,-94.48449,37.11735,2.0
2152,S0030905,3086.572,-94.48332,37.1192,1.0
2153,S0031514,3225.543,-94.48521,37.11953,1.0
2154,S0030882,2772.575,-94.48439,37.117540000000005,2.0
2155,S0030882,2772.575,-94.48439,37.117540000000005,1.0
2156,S0030882,2772.575,-94.48439,37.117540000000005,2.0
2157,S0030905,3086.572,-94.48332,37.1192,2.0
2158,S0030904,2622.2,-94.48329,37.11946,4.0
2159,S0030881,2825.949,-94.48449,37.11735,1.0
2160,S0031514,3225.543,-94.48521,37.11953,2.0
2161,S0031521,3772.239,-94.48391,37.11948,3.0
2162,S0031521,3772.239,-94.48391,37.11948,1.0
2163,S0031489,4686.925,-94.48499,37.11877,4.0
2164,S0031521,3772.239,-94.48391,37.11948,0.0
2165,S0024594,1970.837,-94.49359,37.11404,1.0
2166,S0024842,2400.609,-94.49326,37.1138,2.0
2167,S0024595,2140.381,-94.49322,37.11401,2.0
2168,S0024841,2069.364,-94.49371,37.11382,2.0
2169,S0024596,2722.769,-94.49318,37.11422,2.0
2170,S0024597,1956.645,-94.49269,37.11374,1.0
2171,S0024838,2657.626,-94.49223,37.11391,2.0
2172,S0024837,2518.259,-94.49269,37.11398,2.0
2173,S0024599,1841.478,-94.49268,37.11446,2.0
2174,S0024870,1621.447,-94.49217,37.11413,2.0
2175,S0024597,1956.645,-94.49269,37.11374,3.0
2176,S0024826,2468.897,-94.49223,37.1136,1.0
2177,S0024869,1371.7,-94.49215,37.11436,2.0
2178,S0024869,1371.7,-94.49215,37.11436,1.0
2179,S0024838,2657.626,-94.49223,37.11391,5.0
2180,S0024840,3209.094,-94.49159,37.11483,5.0
2181,S0024616,2800.95,-94.4916,37.11436,3.0
2182,S0024617,2749.695,-94.49117,37.1143,2.0
2183,S0024791,2562.04,-94.49164,37.11407,2.0
2184,S0024824,2547.579,-94.49163,37.11361,4.0
2185,S0024615,4483.5470000000005,-94.49117,37.11449,2.0
2186,S0024619,424.9792,-94.49123,37.1151,1.0
2187,S0024683,3042.2340000000004,-94.48476,37.1132,2.0
2188,S0030873,3019.947,-94.48533,37.11497,2.0
2189,S0024625,2569.815,-94.48463,37.11486,2.0
2190,S0024779,2445.154,-94.48515,37.11327,3.0
2191,S0024624,2462.848,-94.48463,37.11469,2.0
2192,S0024621,2635.347,-94.48466,37.11382,5.0
2193,S0024622,3948.797,-94.48466,37.11417,1.0
2194,S0024778,2033.564,-94.4855,37.11316,3.0
2195,S0031461,4540.917,-94.48536,37.11473,2.0
2196,S0024623,2841.271,-94.48467,37.11446,3.0
2197,S0024620,2985.914,-94.48459,37.11353,4.0
2198,S0030874,2968.158,-94.48537,37.11535,2.0
2199,S0024629,2982.63,-94.48459,37.11573,2.0
2200,S0024628,2937.566,-94.48457,37.11554,4.0
2201,S0030875,3264.2290000000003,-94.48537,37.11564,4.0
2202,S0030874,2968.158,-94.48537,37.11535,0.0
2203,S0024629,2982.63,-94.48459,37.11573,0.0
2204,S0024550,3508.4990000000003,-94.48355,37.11433,1.0
2205,S0024551,2494.33,-94.48373,37.11414,2.0
2206,S0024634,2417.7470000000003,-94.48413,37.11436,2.0
2207,S0024632,2377.76,-94.48413,37.1138,2.0
2208,S0024633,2447.065,-94.48415,37.11417,1.0
2209,S0024636,2662.821,-94.48405,37.11489,4.0
2210,S0024635,2786.3190000000004,-94.48411,37.11467,4.0
2211,S0024644,2878.876,-94.48364,37.11492,1.0
2212,S0024638,1558.9879999999998,-94.48408,37.11552,1.0
2213,S0024644,2878.876,-94.48364,37.11492,1.0
2214,S0024636,2662.821,-94.48405,37.11489,1.0
2215,S0024637,2040.042,-94.48405,37.11518,1.0
2216,S0024647,3253.494,-94.48356,37.11574,4.0
