,strctid,gsq_foot,x,y,numprec
25771,S0031183,2621.186,-94.5517,37.09352,0.0
25772,S0030306,1787.5970000000002,-94.55111,37.09401,0.0
25773,S0030424,1690.192,-94.55224,37.0937,2.0
25774,S0030324,1266.499,-94.55224,37.09311,5.0
25775,S0030327,3757.052,-94.55232,37.09403,1.0
25776,S0030331,1880.042,-94.55279,37.09384,5.0
25777,S0030190,1912.872,-94.55276,37.09405,4.0
25778,S0030324,1266.499,-94.55224,37.09311,1.0
25779,S0030330,3011.021,-94.55276,37.09352,5.0
25780,S0030330,3011.021,-94.55276,37.09352,0.0
25781,S0030382,319.4071,-94.56387,37.08612,4.0
25782,S0030199,5344.91,-94.56424,37.088840000000005,1.0
25783,S0017388,1345.477,-94.54846,37.09091,1.0
25784,S0017384,1243.787,-94.54843,37.09124,2.0
25785,S0017275,1416.284,-94.54781,37.0909,3.0
25786,S0017386,2357.306,-94.54845,37.09106,2.0
25787,S0017389,974.7003,-94.54849,37.09077,1.0
25788,S0017279,1865.616,-94.54787,37.09109,1.0
25789,S0017629,1580.898,-94.54781,37.09139,0.0
25790,S0017382,3134.931,-94.54841,37.09147,0.0
25791,S0017638,1321.951,-94.5479,37.08977,1.0
25792,S0017381,1245.533,-94.54857,37.08977,2.0
25793,S0017631,1749.777,-94.54789,37.09048,3.0
25794,S0017379,1400.641,-94.54848,37.09044,6.0
25795,S0017124,1078.372,-94.54811,37.0898,1.0
25796,S0031231,1017.853,-94.5479,37.09003,4.0
25797,S0017378,1097.487,-94.54848,37.09052,1.0
25798,S0017380,2194.1710000000003,-94.54845,37.09023,3.0
25799,S0017632,2501.194,-94.5479,37.09026,0.0
25800,S0018025,1722.648,-94.54746,37.08892,3.0
25801,S0017111,472.4561,-94.54595,37.08945,5.0
25802,S0018022,1604.943,-94.54568,37.08913,1.0
25803,S0017119,1541.341,-94.54566,37.09,2.0
25804,S0017123,1645.285,-94.54749,37.08933,2.0
25805,S0018023,540.0604,-94.54583,37.08904,4.0
25806,S0017635,405.772,-94.54745,37.08993,1.0
25807,S0030650,1531.465,-94.54735,37.09046,1.0
25808,S0017115,1681.631,-94.5457,37.08972,1.0
25809,S0017112,2467.792,-94.54566,37.08936,5.0
25810,S0017122,1519.695,-94.54565,37.09035,3.0
25811,S0017113,408.1814,-94.54583,37.08934,2.0
25812,S0017106,2138.849,-94.54515,37.09022,2.0
25813,S0017098,1232.43,-94.54453,37.08984,4.0
25814,S0017102,1153.192,-94.54457,37.0903,2.0
25815,S0017096,1738.4029999999998,-94.54458,37.08967,1.0
25816,S0017105,515.4717,-94.54494,37.09028,1.0
25817,S0017100,1406.2620000000002,-94.54451,37.0901,4.0
25818,S0017099,1627.914,-94.54453,37.08997,0.0
25819,S0017104,1181.123,-94.54517,37.09039,0.0
25820,S0017090,1350.4,-94.54409,37.0899,2.0
25821,S0017649,2161.551,-94.54404,37.08967,1.0
25822,S0017093,1358.562,-94.5441,37.08998,2.0
25823,S0017605,620.4893,-94.54335,37.09015,2.0
25824,S0017648,1483.086,-94.5441,37.08977,1.0
25825,S0017537,1108.037,-94.54353,37.08966,4.0
25826,S0017088,1218.663,-94.54375,37.08966,1.0
25827,S0017085,1439.688,-94.54299,37.09027,1.0
25828,S0017082,1523.696,-94.54398,37.09107,2.0
25829,S0017081,972.6963,-94.544,37.09093,2.0
25830,S0017610,1846.769,-94.54302,37.09084,2.0
25831,S0017080,1037.637,-94.54401,37.0908,3.0
25832,S0017077,1055.13,-94.54314,37.0906,1.0
25833,S0017607,937.9472,-94.54301,37.09118,2.0
25834,S0017075,1346.803,-94.54305,37.0907,2.0
25835,S0017083,1871.484,-94.5434,37.09127,0.0
25836,S0017599,904.2861,-94.54067,37.09122,1.0
25837,S0017600,1719.304,-94.54099,37.09111,1.0
25838,S0017598,27626.87,-94.54174,37.09082,1.0
25839,S0017574,2102.496,-94.54006,37.09122,3.0
25840,S0017578,1441.394,-94.54007,37.09069,2.0
25841,S0017575,1391.697,-94.54007,37.091,4.0
25842,S0017049,1416.149,-94.54102,37.09125,1.0
25843,S0017527,1047.511,-94.5406,37.09063,1.0
25844,S0017577,1292.951,-94.54006,37.09083,3.0
25845,S0017528,878.6292,-94.54075,37.090790000000005,0.0
25846,S0017580,1378.3270000000002,-94.54007,37.09056,0.0
25847,S0017796,2405.797,-94.53942,37.09204,2.0
25848,S0017779,2296.7670000000003,-94.53944,37.09191,2.0
25849,S0031172,2833.574,-94.53663,37.09054,2.0
25850,S0031177,2308.363,-94.53873,37.09061,2.0
25851,S0017586,1069.289,-94.53952,37.09095,4.0
25852,S0031173,2242.36,-94.53781,37.09058,1.0
25853,S0031178,2324.353,-94.53895,37.09062,3.0
25854,S0017778,2517.361,-94.53944,37.09156,3.0
25855,S0031173,2242.36,-94.53781,37.09058,3.0
25856,S0016966,2329.23,-94.53759,37.09056,2.0
25857,S0017770,2175.714,-94.53945,37.09138,4.0
25858,S0016992,2690.376,-94.5369,37.09056,1.0
25859,S0016992,2690.376,-94.5369,37.09056,5.0
25860,S0017778,2517.361,-94.53944,37.09156,4.0
25861,S0031174,2291.01,-94.53804,37.0906,2.0
25862,S0016993,2303.315,-94.53736,37.09057,3.0
25863,S0031178,2324.353,-94.53895,37.09062,2.0
25864,S0031176,2425.395,-94.5385,37.09062,3.0
25865,S0016966,2329.23,-94.53759,37.09056,6.0
25866,S0016994,2582.029,-94.53712,37.09055,2.0
25867,S0017039,1970.883,-94.53648,37.09265,2.0
25868,S0017461,607.9888,-94.53715,37.09306,1.0
25869,S0017783,1775.2820000000002,-94.53645,37.09304,1.0
25870,S0017467,497.299,-94.53747,37.09242,1.0
25871,S0017466,914.5612,-94.53735,37.09278,3.0
25872,S0018157,1959.146,-94.54467,37.08883,2.0
25873,S0018019,2344.877,-94.54517,37.08915,1.0
25874,S0018158,1535.729,-94.54462,37.08894,2.0
25875,S0018152,1789.0479999999998,-94.54526,37.08876,1.0
25876,S0018161,896.132,-94.54461,37.08901,2.0
25877,S0018154,1869.502,-94.54507,37.08875,6.0
25878,S0017109,1756.996,-94.54519,37.08933,0.0
25879,S0018155,1654.915,-94.54463,37.08872,0.0
25880,S0017095,1909.441,-94.54459,37.08939,0.0
25881,S0018159,1289.476,-94.54459,37.08912,0.0
25882,S0018013,2017.521,-94.54388,37.08873,1.0
25883,S0017536,1517.956,-94.54352,37.089290000000005,2.0
25884,S0018064,396.0193,-94.54333,37.08905,2.0
25885,S0017535,1492.836,-94.54385,37.08933,1.0
25886,S0017531,1604.529,-94.54321,37.08931,1.0
25887,S0018015,908.2909,-94.54418,37.08916,1.0
25888,S0018011,572.3934,-94.54383,37.08895,1.0
25889,S0018066,494.6297,-94.54343,37.08908,2.0
25890,S0018100,1365.371,-94.54323,37.08872,4.0
25891,S0018014,2085.804,-94.5442,37.08873,1.0
25892,S0018162,1269.843,-94.54306,37.08894,1.0
25893,S0017532,939.5569,-94.5434,37.08932,1.0
25894,S0017534,656.3,-94.544,37.08935,0.0
25895,S0018096,1132.746,-94.54268,37.08893,5.0
25896,S0018008,1238.44,-94.54048,37.08924,2.0
25897,S0018009,352.4671,-94.54057,37.08926,2.0
25898,S0017591,15946.3,-94.54087,37.08912,2.0
25899,S0018006,1061.941,-94.54011,37.08925,2.0
25900,S0017055,1646.4979999999998,-94.54159,37.089290000000005,2.0
25901,S0018004,1171.234,-94.54012,37.08897,3.0
25902,S0018095,594.1701,-94.5424,37.08868,2.0
25903,S0016964,1123.261,-94.53376,37.09,7.0
25904,S0017518,1457.294,-94.53484,37.08997,2.0
25905,S0016962,578.2722,-94.53336,37.08995,1.0
25906,S0017521,1363.236,-94.53412,37.08996,1.0
25907,S0016965,1725.182,-94.53397,37.08999,3.0
25908,S0016961,934.474,-94.53349,37.09004,2.0
25909,S0016958,2860.448,-94.53317,37.09003,4.0
25910,S0017824,1683.3529999999998,-94.53314,37.08857,2.0
25911,S0016957,1520.76,-94.53382,37.08942,1.0
25912,S0017817,1917.177,-94.53367,37.088440000000006,5.0
25913,S0017822,716.9553,-94.53319,37.08877,1.0
25914,S0031165,1291.823,-94.53332,37.088440000000006,3.0
25915,S0017822,716.9553,-94.53319,37.08877,3.0
25916,S0016953,777.8852,-94.53365,37.08943,1.0
25917,S0016947,1079.305,-94.53312,37.08941,1.0
25918,S0016955,884.2308,-94.53383,37.08966,2.0
25919,S0017825,1702.321,-94.53313,37.08903,1.0
25920,S0017826,1543.599,-94.53349,37.089,4.0
25921,S0016957,1520.76,-94.53382,37.08942,4.0
25922,S0031165,1291.823,-94.53332,37.088440000000006,5.0
25923,S0017821,1766.864,-94.53407,37.08845,2.0
25924,S0016951,1718.3629999999998,-94.53348,37.0894,2.0
25925,S0017826,1543.599,-94.53349,37.089,0.0
25926,S0017815,1315.392,-94.53351,37.08841,0.0
25927,S0031453,2861.148,-94.53394,37.09204,4.0
25928,S0031494,2136.174,-94.53442,37.09202,3.0
25929,S0018169,1834.309,-94.53339,37.09202,2.0
25930,S0016986,1246.851,-94.53503,37.09202,4.0
25931,S0031487,2768.82,-94.53316,37.09215,1.0
25932,S0017566,1063.27,-94.53312,37.0919,2.0
25933,S0031493,2935.65,-94.53415,37.09203,3.0
25934,S0016987,755.2955,-94.53601,37.09192,3.0
25935,S0018171,2127.976,-94.53401,37.09041,1.0
25936,S0016970,954.504,-94.53342,37.09049,3.0
25937,S0016976,1693.773,-94.53349,37.09134,1.0
25938,S0017517,1216.526,-94.53562,37.0905,1.0
25939,S0016969,1793.448,-94.53322,37.0905,3.0
25940,S0030628,2081.44,-94.53313,37.09101,3.0
25941,S0016990,1181.25,-94.53606,37.09165,3.0
25942,S0016997,1060.2,-94.5351,37.09054,4.0
25943,S0017798,1778.484,-94.53312,37.09084,1.0
25944,S0016972,1178.585,-94.53371,37.09042,3.0
25945,S0016971,769.8632,-94.53353,37.09047,1.0
25946,S0016968,1719.84,-94.53321,37.09037,4.0
25947,S0017570,1094.265,-94.53613,37.09108,2.0
25948,S0016980,1234.564,-94.5335,37.09158,3.0
25949,S0016980,1234.564,-94.5335,37.09158,4.0
25950,S0017800,1823.114,-94.53312,37.09066,5.0
25951,S0016970,954.504,-94.53342,37.09049,4.0
25952,S0017800,1823.114,-94.53312,37.09066,4.0
25953,S0016995,1115.118,-94.53625,37.09053,4.0
25954,S0031324,1969.619,-94.53313,37.09114,0.0
25955,S0016969,1793.448,-94.53322,37.0905,0.0
25956,S0016926,1317.5179999999998,-94.5326,37.09148,7.0
25957,S0016923,1157.466,-94.53136,37.09132,5.0
25958,S0016924,911.4902,-94.53149,37.09137,4.0
25959,S0031323,1612.335,-94.5326,37.09169,2.0
25960,S0031323,1612.335,-94.5326,37.09169,1.0
25961,S0017658,1454.346,-94.53181,37.09203,4.0
25962,S0016928,1295.475,-94.53264,37.0912,2.0
25963,S0016925,1914.496,-94.5319,37.09135,2.0
25964,S0016922,1587.285,-94.53116,37.09135,0.0
25965,S0016925,1914.496,-94.5319,37.09135,0.0
25966,S0017468,1617.745,-94.53104,37.09347,0.0
25967,S0017716,1650.2279999999998,-94.53133,37.09425,2.0
25968,S0017350,2250.393,-94.53127,37.0945,2.0
25969,S0017716,1650.2279999999998,-94.53133,37.09425,3.0
25970,S0017344,1575.937,-94.53255,37.09482,1.0
25971,S0017473,1584.625,-94.53216,37.09435,1.0
25972,S0017344,1575.937,-94.53255,37.09482,1.0
25973,S0017474,1811.757,-94.53239,37.09438,1.0
25974,S0017470,1507.134,-94.53183,37.0943,3.0
25975,S0017470,1507.134,-94.53183,37.0943,6.0
25976,S0017715,1641.808,-94.53165,37.0943,3.0
25977,S0017672,1715.55,-94.53261,37.093990000000005,1.0
25978,S0017460,1243.375,-94.53218,37.09346,1.0
25979,S0016897,1699.118,-94.53231,37.09345,2.0
25980,S0017480,1267.412,-94.53171,37.09398,1.0
25981,S0017486,700.6495,-94.53263,37.0938,3.0
25982,S0016893,931.2622,-94.5321,37.09365,6.0
25983,S0016892,782.4153,-94.53202,37.09368,4.0
25984,S0017483,1114.312,-94.5323,37.09398,1.0
25985,S0016904,1785.17,-94.53261,37.09347,0.0
25986,S0017481,1313.121,-94.53213,37.094,0.0
25987,S0017497,1086.111,-94.53206,37.09254,1.0
25988,S0016907,1598.385,-94.53219,37.0931,1.0
25989,S0016905,1080.776,-94.53246,37.09313,1.0
25990,S0016910,1818.293,-94.53201,37.09309,1.0
25991,S0016906,828.9138,-94.53233,37.0931,5.0
25992,S0016917,932.9981,-94.53235,37.09254,3.0
25993,S0016911,2395.8920000000003,-94.53174,37.09312,4.0
25994,S0016920,1414.664,-94.53255,37.09261,1.0
25995,S0016910,1818.293,-94.53201,37.09309,2.0
25996,S0031353,1936.185,-94.53262,37.09307,4.0
25997,S0016916,1306.571,-94.5322,37.09253,3.0
25998,S0016932,727.6376,-94.53145,37.09087,1.0
25999,S0017362,1455.944,-94.53109,37.09083,1.0
26000,S0031313,2355.589,-94.53212,37.09042,5.0
26001,S0017502,1322.735,-94.53221,37.09095,1.0
26002,S0016937,2743.811,-94.53172,37.09038,3.0
26003,S0016933,1053.908,-94.53172,37.090790000000005,1.0
26004,S0017501,1436.567,-94.53202,37.09095,3.0
26005,S0017564,1174.167,-94.53266,37.09074,2.0
26006,S0017367,2401.3720000000003,-94.53115,37.09027,2.0
26007,S0017365,1556.296,-94.53111,37.09043,1.0
26008,S0017365,1556.296,-94.53111,37.09043,1.0
26009,S0016929,959.5929,-94.53261,37.091,0.0
26010,S0017362,1455.944,-94.53109,37.09083,0.0
26011,S0017357,888.5053,-94.53127,37.08937,1.0
26012,S0016942,1658.915,-94.53257,37.08944,1.0
26013,S0017356,1557.631,-94.5312,37.08952,2.0
26014,S0017810,1456.227,-94.53262,37.08897,1.0
26015,S0016944,1373.65,-94.53217,37.08955,1.0
26016,S0018067,18613.45,-94.53179,37.08835,1.0
26017,S0017807,1750.161,-94.53279,37.08879,1.0
26018,S0018166,1803.457,-94.53245,37.08895,2.0
26019,S0017810,1456.227,-94.53262,37.08897,4.0
26020,S0017811,1583.279,-94.53223,37.08897,3.0
26021,S0016946,1408.1170000000002,-94.5327,37.0899,1.0
26022,S0016946,1408.1170000000002,-94.5327,37.0899,0.0
26023,S0017356,1557.631,-94.5312,37.08952,0.0
26024,S0018148,911.2088,-94.53443,37.08765,2.0
26025,S0017836,2119.856,-94.5313,37.08794,3.0
26026,S0018149,1371.6,-94.53442,37.08744,2.0
26027,S0017837,1395.689,-94.53144,37.08795,2.0
26028,S0017851,1849.56,-94.53335,37.08798,1.0
26029,S0017846,2481.545,-94.53269,37.08796,4.0
26030,S0017840,1486.279,-94.53193,37.087990000000005,1.0
26031,S0018068,1434.5739999999998,-94.53255,37.08801,3.0
26032,S0017868,1251.798,-94.53508,37.08807,1.0
26033,S0017876,1337.181,-94.53587,37.08807,3.0
26034,S0017860,1402.638,-94.534,37.08785,1.0
26035,S0017847,2483.011,-94.53284,37.08796,5.0
26036,S0017866,1275.711,-94.53474,37.08807,1.0
26037,S0017878,1026.931,-94.536,37.08807,2.0
26038,S0017845,878.0887,-94.53235,37.08777,1.0
26039,S0017872,883.5689,-94.53555,37.08808,2.0
26040,S0017856,884.2369,-94.53368,37.08781,1.0
26041,S0017846,2481.545,-94.53269,37.08796,2.0
26042,S0017847,2483.011,-94.53284,37.08796,5.0
26043,S0017855,759.0438,-94.53381,37.08782,3.0
26044,S0017843,1466.503,-94.5324,37.08801,5.0
26045,S0017869,967.6121,-94.53525,37.08807,3.0
26046,S0017842,1435.648,-94.53221,37.08795,1.0
26047,S0017843,1466.503,-94.5324,37.08801,4.0
26048,S0017851,1849.56,-94.53335,37.08798,5.0
26049,S0017853,1216.251,-94.53351,37.08804,0.0
26050,S0017839,1496.44,-94.53176,37.088,0.0
26051,S0017874,1302.431,-94.53571,37.08808,0.0
26052,S0017838,1206.767,-94.5316,37.08798,0.0
26053,S0017861,966.8047,-94.53413,37.08809,0.0
26054,S0018071,1914.921,-94.53661,37.08816,1.0
26055,S0018072,868.4644,-94.53686,37.0881,3.0
26056,S0018076,1436.579,-94.53899,37.08813,3.0
26057,S0017899,986.7219,-94.53963,37.08821,1.0
26058,S0018076,1436.579,-94.53899,37.08813,1.0
26059,S0017899,986.7219,-94.53963,37.08821,6.0
26060,S0017900,2433.718,-94.53965,37.08764,2.0
26061,S0017900,2433.718,-94.53965,37.08764,1.0
26062,S0018092,1479.477,-94.54259,37.08832,2.0
26063,S0017909,1602.526,-94.54184,37.087590000000006,1.0
26064,S0017939,1704.171,-94.54194,37.08582,2.0
26065,S0017911,1962.429,-94.54185,37.0873,2.0
26066,S0017943,1919.403,-94.54194,37.08554,4.0
26067,S0018091,1396.096,-94.54243,37.08831,5.0
26068,S0017912,1059.279,-94.54183,37.08718,4.0
26069,S0017938,1162.831,-94.54189,37.08594,4.0
26070,S0018129,1346.546,-94.54186,37.08676,2.0
26071,S0017903,1481.483,-94.54181,37.08812,3.0
26072,S0017935,1194.144,-94.54188,37.08635,1.0
26073,S0018082,1142.787,-94.54007,37.08827,3.0
26074,S0017945,1329.635,-94.54192,37.0854,1.0
26075,S0017946,1696.034,-94.54197,37.08528,2.0
26076,S0017936,842.3763,-94.54186,37.08622,2.0
26077,S0018089,1175.511,-94.54221,37.08828,1.0
26078,S0017906,2498.668,-94.54204,37.08774,4.0
26079,S0018093,1684.033,-94.54276,37.08833,2.0
26080,S0018131,358.2443,-94.5421,37.08701,4.0
26081,S0017932,1426.729,-94.5419,37.086490000000005,2.0
26082,S0017914,826.7188,-94.54182,37.08703,1.0
26083,S0018133,1159.919,-94.54185,37.0869,1.0
26084,S0017937,1524.618,-94.54188,37.08606,2.0
26085,S0017904,1779.161,-94.54182,37.08802,1.0
26086,S0017908,770.8015,-94.54198,37.08762,3.0
26087,S0017941,1373.4920000000002,-94.54192,37.08567,2.0
26088,S0018125,1594.3429999999998,-94.54026,37.08595,1.0
26089,S0017925,2204.3720000000003,-94.54265,37.08739,1.0
26090,S0017920,1737.414,-94.54265,37.08701,1.0
26091,S0017956,2114.189,-94.54272,37.08645,4.0
26092,S0017922,2882.256,-94.54265,37.08716,1.0
26093,S0017919,874.9969,-94.54249,37.08705,4.0
26094,S0017947,2330.266,-94.54272,37.08566,2.0
26095,S0017918,1433.386,-94.54268,37.086870000000005,2.0
26096,S0017956,2114.189,-94.54272,37.08645,1.0
26097,S0017948,3196.429,-94.54269,37.085840000000005,4.0
26098,S0017924,1332.365,-94.5427,37.08726,4.0
26099,S0017928,1614.5479999999998,-94.54266,37.08762,4.0
26100,S0017916,1162.83,-94.54269,37.08675,0.0
26101,S0017931,2583.633,-94.54263,37.08814,0.0
26102,S0017947,2330.266,-94.54272,37.08566,0.0
26103,S0017922,2882.256,-94.54265,37.08716,0.0
26104,S0017926,1513.554,-94.54269,37.0875,0.0
26105,S0017924,1332.365,-94.5427,37.08726,0.0
26106,S0017952,1874.311,-94.54272,37.086,0.0
26107,S0018107,1172.975,-94.54385,37.08837,1.0
26108,S0018103,1705.279,-94.54346,37.08836,4.0
26109,S0018105,1629.4,-94.54373,37.08835,1.0
26110,S0018106,1487.358,-94.54398,37.08836,2.0
26111,S0018164,1523.1660000000002,-94.5432,37.08835,2.0
26112,S0018104,1574.88,-94.5436,37.08835,2.0
26113,S0018108,1248.872,-94.54421,37.08836,3.0
26114,S0018101,1641.5379999999998,-94.54308,37.08833,2.0
26115,S0017974,2777.927,-94.54409,37.08746,2.0
26116,S0017977,2029.29,-94.54409,37.08805,3.0
26117,S0017978,1939.242,-94.54318,37.08807,2.0
26118,S0017983,1541.73,-94.54321,37.08764,2.0
26119,S0018137,2299.982,-94.54324,37.08705,1.0
26120,S0018140,1860.949,-94.54321,37.08745,4.0
26121,S0017971,1946.133,-94.54414,37.08699,2.0
26122,S0017979,1035.891,-94.54315,37.08788,1.0
26123,S0018140,1860.949,-94.54321,37.08745,5.0
26124,S0018111,3306.6620000000003,-94.54333,37.08681,2.0
26125,S0017972,1718.568,-94.54416,37.08713,5.0
26126,S0017978,1939.242,-94.54318,37.08807,2.0
26127,S0017976,1876.581,-94.54413,37.08782,1.0
26128,S0017983,1541.73,-94.54321,37.08764,3.0
26129,S0017977,2029.29,-94.54409,37.08805,4.0
26130,S0018137,2299.982,-94.54324,37.08705,3.0
26131,S0017979,1035.891,-94.54315,37.08788,5.0
26132,S0018111,3306.6620000000003,-94.54333,37.08681,1.0
26133,S0017982,1084.119,-94.54317,37.08776,1.0
26134,S0017976,1876.581,-94.54413,37.08782,0.0
26135,S0018139,1874.52,-94.54322,37.08726,0.0
26136,S0018139,1874.52,-94.54322,37.08726,0.0
26137,S0017993,493.0254,-94.54524,37.08826,2.0
26138,S0017997,1045.506,-94.5462,37.0884,3.0
26139,S0018001,618.888,-94.54728,37.08847,3.0
26140,S0018053,1594.789,-94.54858,37.08685,5.0
26141,S0017999,1245.254,-94.54642,37.08842,1.0
26142,S0017999,1245.254,-94.54642,37.08842,7.0
26143,S0017995,1397.311,-94.54587,37.08843,2.0
26144,S0018109,1622.979,-94.54507,37.08839,1.0
26145,S0018109,1622.979,-94.54507,37.08839,2.0
26146,S0018053,1594.789,-94.54858,37.08685,1.0
26147,S0017997,1045.506,-94.5462,37.0884,1.0
26148,S0017995,1397.311,-94.54587,37.08843,1.0
26149,S0018001,618.888,-94.54728,37.08847,1.0
26150,S0017992,1770.7520000000002,-94.54529,37.08839,3.0
26151,S0017990,2058.555,-94.54458,37.08836,0.0
26152,S0017990,2058.555,-94.54458,37.08836,0.0
26153,S0017992,1770.7520000000002,-94.54529,37.08839,0.0
26154,S0017990,2058.555,-94.54458,37.08836,0.0
26155,S0017992,1770.7520000000002,-94.54529,37.08839,0.0
26156,S0017991,2098.502,-94.54483,37.08839,0.0
26157,S0017991,2098.502,-94.54483,37.08839,0.0
26158,S0017991,2098.502,-94.54483,37.08839,0.0
26159,S0017126,936.6188,-94.54832,37.08952,1.0
26160,S0018027,1720.785,-94.54797,37.08918,1.0
26161,S0018028,2277.013,-94.54791,37.08893,2.0
26162,S0017127,1791.457,-94.5481,37.08948,4.0
26163,S0017641,2605.155,-94.54797,37.08935,4.0
26164,S0017069,1546.94,-94.54163,37.091640000000005,1.0
26165,S0017072,1272.782,-94.54192,37.0916,3.0
26166,S0017614,1766.876,-94.54243,37.0919,2.0
26167,S0017071,901.8781,-94.54205,37.09175,4.0
26168,S0017509,1007.419,-94.54255,37.09163,0.0
26169,S0017066,2190.958,-94.54145,37.09162,0.0
26170,S0017070,1317.404,-94.54179,37.09161,0.0
26171,S0017065,3680.839,-94.5415,37.0921,0.0
26172,S0017174,1394.099,-94.54147,37.09272,2.0
26173,S0017170,1261.562,-94.54142,37.0931,5.0
26174,S0017169,1417.204,-94.54144,37.09324,3.0
26175,S0017164,1227.08,-94.54141,37.09357,2.0
26176,S0017167,512.0704,-94.54159,37.0934,3.0
26177,S0017163,1833.954,-94.54141,37.09378,3.0
26178,S0017173,2625.062,-94.54202,37.09288,0.0
26179,S0017171,1416.806,-94.54147,37.09299,0.0
26180,S0017172,2454.1620000000003,-94.54147,37.09286,0.0
26181,S0017726,2076.571,-94.54148,37.09261,0.0
26182,S0017746,1341.063,-94.54004,37.09297,1.0
26183,S0017133,1261.28,-94.54092,37.09344,2.0
26184,S0017128,1752.17,-94.54096,37.09251,4.0
26185,S0017602,1208.895,-94.54095,37.09328,2.0
26186,S0017129,2005.231,-94.54094,37.09266,1.0
26187,S0017131,1182.197,-94.54094,37.09308,2.0
26188,S0017744,1312.56,-94.54025,37.0931,1.0
26189,S0017130,1601.85,-94.54095,37.09284,2.0
26190,S0017136,1218.522,-94.54094,37.09359,5.0
26191,S0017782,2086.472,-94.5406,37.09168,2.0
26192,S0031502,2227.258,-94.54074,37.09201,1.0
26193,S0017589,2258.822,-94.54002,37.09188,2.0
26194,S0017588,2281.003,-94.54002,37.09204,4.0
26195,S0017755,2642.699,-94.54102,37.0916,1.0
26196,S0017725,712.4198,-94.54076,37.09183,2.0
26197,S0017590,998.2094,-94.54,37.09172,2.0
26198,S0017777,1548.808,-94.54002,37.09158,2.0
26199,S0031501,2807.724,-94.5405,37.09201,0.0
26200,S0031492,1919.109,-94.54099,37.09192,0.0
26201,S0017984,2139.234,-94.54332,37.086490000000005,1.0
26202,S0018134,1514.614,-94.54331,37.08581,2.0
26203,S0017966,1691.229,-94.5442,37.0862,5.0
26204,S0018136,1680.374,-94.54331,37.0855,1.0
26205,S0017966,1691.229,-94.5442,37.0862,3.0
26206,S0017984,2139.234,-94.54332,37.086490000000005,4.0
26207,S0017989,1535.283,-94.54331,37.085640000000005,1.0
26208,S0017962,2816.8990000000003,-94.54422,37.0856,2.0
26209,S0017963,1882.662,-94.54418,37.08585,1.0
26210,S0017963,1882.662,-94.54418,37.08585,6.0
26211,S0017988,2036.32,-94.54333,37.08597,3.0
26212,S0018136,1680.374,-94.54331,37.0855,4.0
26213,S0017968,1820.865,-94.54416,37.08652,3.0
26214,S0017064,1463.85,-94.5425,37.08966,2.0
26215,S0017042,2208.587,-94.54011,37.0901,1.0
26216,S0017695,1058.338,-94.54157,37.08959,7.0
26217,S0017056,1532.649,-94.54159,37.08985,4.0
26218,S0017057,1329.559,-94.54156,37.09,2.0
26219,S0017058,1827.668,-94.54156,37.0902,2.0
26220,S0017529,1642.083,-94.54219,37.09024,4.0
26221,S0017594,1606.546,-94.54102,37.09011,6.0
26222,S0017063,765.5926,-94.54269,37.08981,1.0
26223,S0017596,2855.668,-94.54102,37.09002,3.0
26224,S0017045,1567.9260000000002,-94.54011,37.089940000000006,2.0
26225,S0017060,1655.454,-94.54241,37.09025,1.0
26226,S0017043,654.6945,-94.54031,37.09008,2.0
26227,S0017696,347.3928,-94.54168,37.08958,0.0
26228,S0017061,1386.079,-94.5426,37.09025,0.0
26229,S0017592,1604.003,-94.54102,37.09025,0.0
26230,S0030191,1146.422,-94.55223,37.09282,1.0
26231,S0031482,1334.412,-94.55276,37.09283,1.0
26232,S0031473,1626.36,-94.55287,37.092690000000005,2.0
30531,S0030737,2534.842,-94.50114,37.14723,4.0
30532,S0030737,2534.842,-94.50114,37.14723,6.0
30533,S0030738,14905.17,-94.50185,37.14653,4.0
30534,S0030738,14905.17,-94.50185,37.14653,2.0
30535,S0030738,14905.17,-94.50185,37.14653,4.0
30536,S0030738,14905.17,-94.50185,37.14653,0.0
42238,S0023335,3347.0440000000003,-94.42493,37.11122,2.0
42239,S0023334,2409.696,-94.42563,37.11132,4.0
42240,S0023406,2249.398,-94.45564,37.11205,2.0
42241,S0023410,1862.503,-94.45734,37.11217,1.0
42242,S0023415,3397.653,-94.45728,37.10942,2.0
42243,S0023405,2294.388,-94.45699,37.11023,4.0
42244,S0023408,1983.696,-94.45645,37.1121,2.0
42245,S0023406,2249.398,-94.45564,37.11205,2.0
42246,S0023405,2294.388,-94.45699,37.11023,1.0
42247,S0023399,2402.863,-94.45461,37.10839,3.0
42248,S0023397,1295.652,-94.45465,37.10793,5.0
42249,S0023410,1862.503,-94.45734,37.11217,1.0
42250,S0023407,2242.129,-94.4561,37.11217,1.0
42251,S0023411,2974.722,-94.45452,37.11211,3.0
42252,S0023400,2403.6710000000003,-94.4558,37.1092,0.0
42253,S0023390,2752.285,-94.45477,37.1058,2.0
42254,S0023417,3369.677,-94.45629,37.106,1.0
42255,S0023378,2713.469,-94.45756,37.1054,2.0
42256,S0023392,2216.844,-94.45408,37.10582,3.0
42257,S0023418,2309.9,-94.45586,37.10596,1.0
42258,S0023430,2684.09,-94.45683,37.10677,3.0
42259,S0023413,2470.473,-94.45635,37.10651,4.0
42260,S0031356,3087.275,-94.45635,37.10675,2.0
42261,S0023384,3109.217,-94.45536,37.10648,2.0
42262,S0023429,3373.167,-94.45724,37.10674,2.0
