,FIPS,INTPTLONG,INTPTLAT,RPL_THEMES
413,40103957100,-97.3106024,36.3536936,0.3946
414,40017301100,-97.7317038,35.4886933,0.3956
415,40113940005,-96.051733,36.2250441,0.3966
416,40027201203,-97.4335011,35.1768253,0.3975
417,40143007619,-95.8952388,36.0536197,0.3985
418,40143007624,-95.8842758,35.9726475,0.3994
419,40137000902,-97.736372,34.6109505,0.4004
420,40047001401,-97.9073316,36.3973228,0.4013
421,40109109003,-97.1909543,35.4803962,0.4023
422,40119010600,-97.032216,36.117561,0.4033
423,40105172200,-95.5779423,36.8586073,0.4042
424,40109108603,-97.65037,35.4039442,0.4052
425,40115574700,-94.9008195,36.8367362,0.4061
426,40143005805,-95.8391488,36.2724091,0.4071
427,40109101900,-97.5388409,35.48963,0.408
428,40137001000,-97.6787648,34.4332348,0.409
429,40027201612,-97.5196327,35.3412664,0.41
430,40109107809,-97.4504918,35.4381388,0.4109
431,40153953500,-99.4278632,36.4088161,0.4119
432,40109108526,-97.6655292,35.5631677,0.4128
433,40071000600,-97.1031069,36.6943539,0.4138
434,40019892500,-97.240616,34.167032,0.4148
435,40041375602,-94.6917666,36.632019,0.4157
436,40123088600,-96.5536492,34.8383869,0.4167
437,40153953100,-99.1477234,36.4984089,0.4176
438,40113940011,-96.6110481,36.8290647,0.4186
439,40109107805,-97.4491314,35.4532237,0.4195
440,40093955300,-98.4806511,36.2762117,0.4205
441,40123088800,-96.6254946,34.787363,0.4215
442,40037020704,-96.5529645,36.0865833,0.4224
443,40149965100,-98.9496689,35.2695654,0.4234
444,40081961200,-96.990304,35.8650639,0.4243
445,40013795600,-96.0693963,33.9489124,0.4253
446,40123089598,-96.8396012,34.8038602,0.4262
447,40137000200,-97.9584775,34.541093,0.4272
448,40131050409,-95.6637182,36.1841423,0.4282
449,40143005801,-95.8577802,36.2672705,0.4291
450,40013795900,-96.3283284,33.7924798,0.4301
451,40051000901,-97.9743421,35.2737873,0.431
452,40143007615,-95.9081969,36.0682768,0.432
453,40129960000,-99.7415716,35.7085544,0.433
454,40121486300,-95.810316,34.9492927,0.4339
455,40101001200,-95.4862403,35.7581537,0.4349
456,40143003400,-95.9669138,36.14422,0.4358
457,40109107606,-97.3792877,35.441988,0.4368
458,40133583900,-96.5446539,35.0364471,0.4377
459,40101001100,-95.5043541,35.6350811,0.4387
460,40119011301,-96.686205,36.0020214,0.4397
461,40147000500,-95.91737,36.7497508,0.4406
462,40033871200,-98.3696386,34.2050522,0.4416
463,40139951000,-101.8437201,36.7478103,0.4425
464,40017300700,-97.9642965,35.442845,0.4435
465,40027201201,-97.4383719,35.1984868,0.4444
466,40109106704,-97.6574836,35.5181454,0.4454
467,40083600700,-97.5344298,36.0392759,0.4464
468,40031000600,-98.4352578,34.6205336,0.4473
469,40151954400,-98.7515219,36.5871755,0.4483
470,40143005500,-95.9623082,36.3750326,0.4492
471,40119010500,-97.0586909,36.1223831,0.4502
472,40063485000,-96.2280525,34.8814948,0.4511
473,40109106705,-97.6114241,35.5414614,0.4521
474,40143006803,-95.9623509,36.0825935,0.4531
475,40031002302,-98.7277543,34.5875035,0.454
476,40131050301,-95.5998041,36.4299126,0.455
477,40027200400,-97.4535631,35.2254368,0.4559
478,40109108404,-97.550184,35.5736386,0.4569
479,40113940003,-96.757239,36.5824515,0.4579
480,40109107804,-97.4325263,35.4424545,0.4588
481,40109107605,-97.392753,35.4419777,0.4598
482,40109108528,-97.6469478,35.6056358,0.4607
483,40137000901,-98.0609291,34.6440381,0.4617
484,40027201604,-97.5034232,35.3306651,0.4626
485,40085094200,-97.1147676,33.8902039,0.4626
486,40109108514,-97.6281083,35.5598926,0.4646
487,40123089000,-96.7040688,34.7580258,0.4655
488,40143001700,-95.9135499,36.1543149,0.4665
489,40023967000,-95.4359935,34.0201446,0.4674
490,40027202005,-97.5128475,35.3554235,0.4684
491,40113940008,-96.1376841,36.5253297,0.4693
492,40109108515,-97.6455132,35.569053,0.4703
493,40089098500,-94.6904768,34.062981,0.4713
494,40109107704,-97.415052,35.4526819,0.4722
495,40081961500,-96.7065208,35.5539306,0.4732
496,40117957300,-96.5566004,36.2300384,0.4741
497,40137000400,-97.9392687,34.5289131,0.4751
498,40009966100,-99.3890932,35.4055234,0.4761
499,40101000801,-95.331597,35.7385063,0.477
500,40079040302,-94.5247589,35.0833973,0.478
501,40109106502,-97.5569126,35.5179712,0.4789
502,40125500800,-96.8992424,35.3571702,0.4799
503,40109106902,-97.6278457,35.4969478,0.4808
504,40143004700,-96.03721,36.0981837,0.4818
505,40123089600,-96.7600845,34.604996,0.4828
506,40037021102,-96.2372854,35.8500056,0.4837
507,40143000800,-95.9973776,36.1842731,0.4847
508,40073958300,-97.9169638,35.8509698,0.4856
509,40131050201,-95.5575351,36.3324107,0.4866
510,40041375802,-94.8709956,36.5918625,0.4875
511,40109107604,-97.4013637,35.4426717,0.4885
512,40143009300,-96.1321325,36.1515906,0.4895
513,40109108508,-97.6062333,35.5552748,0.4904
514,40109107211,-97.5527396,35.3861676,0.4914
515,40109102900,-97.4724273,35.4703815,0.4923
516,40119010200,-97.0931006,36.1518402,0.4933
517,40119011400,-96.8469456,35.9930241,0.4943
518,40143004000,-95.931616,36.112449,0.4952
519,40101001300,-95.3138962,35.6421063,0.4962
520,40109107703,-97.3708011,35.4568381,0.4971
521,40121485900,-95.9785645,34.9808535,0.4981
522,40007951600,-100.4680246,36.8777411,0.499
523,40109105906,-97.5922295,35.4896883,0.5
524,40097040501,-95.1610529,36.1457024,0.501
525,40109107219,-97.5346382,35.4134815,0.5019
526,40109106702,-97.6278421,35.5296178,0.5029
527,40143005402,-95.8322965,36.3824324,0.5038
528,40109108006,-97.415197,35.4713372,0.5048
529,40065968200,-99.3769877,34.7438024,0.5057
530,40125500700,-96.9297628,35.3690103,0.5067
531,40109108313,-97.561262,35.6010662,0.5077
532,40061279300,-95.2972489,35.1831477,0.5086
533,40029388200,-96.3838191,34.5859336,0.5096
534,40097040200,-95.3090195,36.2845368,0.5105
535,40109107404,-97.4309151,35.4155238,0.5115
536,40005587800,-96.2886737,34.2589905,0.5125
537,40041375700,-94.7981493,36.6013979,0.5134
538,40131050202,-95.6047223,36.3146355,0.5144
539,40031000402,-98.4834484,34.6307901,0.5153
540,40119011102,-96.9725515,36.0272217,0.5163
541,40125501102,-96.9713336,35.1944776,0.5172
542,40109107214,-97.5543779,35.3990586,0.5182
543,40131050702,-95.4837932,36.5329208,0.5192
544,40027201202,-97.4456979,35.203889,0.5201
545,40037020601,-96.1490021,35.9359928,0.5211
546,40109106601,-97.5745988,35.5167574,0.522
547,40059952100,-99.5214044,36.8048199,0.523
548,40003956000,-98.3171198,36.5606474,0.5239
549,40037021202,-96.131,36.0291382,0.5249
550,40027202102,-97.4854908,35.3448989,0.5259
551,40031000502,-98.4557686,34.5840067,0.5268
552,40043959100,-98.7782142,36.0383333,0.5278
553,40031000501,-98.4622698,34.6082648,0.5287
554,40139950600,-101.1429966,36.841634,0.5287
555,40015161700,-98.5541292,35.4270891,0.5307
556,40119011302,-96.7571399,35.9610355,0.5316
557,40125501201,-96.8607508,35.0944269,0.5326
558,40143007611,-95.9455698,36.068092,0.5335
559,40147001100,-95.9053678,36.8210639,0.5345
560,40013796100,-96.4138979,34.0162341,0.5354
561,40027202004,-97.4854047,35.3541677,0.5364
