Budget :,15000000.0,Tornado Length:,5.0
Best Bound:,15288
Best Objective:,15288
Gap:,0.0
CCG Run time:,63.34
CCG Iteration:,2
Subproblem Run time:,63.18
Number of Subproblem Callbacks:,47
Subproblem Callbacks Run Time:,4.62
Number of Uncertainty Set Check Call:,7
Uncertainty Set Check Run Time:,1.27
Head of worst tornado:,-94.567,37.06
Tail of worst tornado:,-94.479,37.078

Block ID,coordinate_x,coordinate_y,Population,Retrofitting,Retrofitting Cost,Damaged?,Recovery Cost,Dislocation
73,-94.482,37.068,964,Do_nothing,0,NO,0,0,
84,-94.476,37.115,541,R2,251629,NO,0,0,
35,-94.474,37.043,76,R1,52951,NO,0,0,
46,-94.472,37.079,1192,R3,431707,YES,0,970,
39,-94.471,37.126,555,R3,373305,NO,0,0,
51,-94.469,37.09,788,R2,1119091,NO,0,0,
52,-94.465,37.106,2209,R2,264209,NO,0,0,
6,-94.464,37.076,445,R3,226105,NO,0,0,
96,-94.464,37.086,342,R1,156136,NO,0,0,
74,-94.459,37.049,261,R1,26744,NO,0,0,
86,-94.458,37.119,18,R2,28129,NO,0,0,
29,-94.457,37.086,197,Do_nothing,0,NO,0,0,
18,-94.456,37.107,108,Do_nothing,0,NO,0,0,
24,-94.454,37.065,476,R2,148466,NO,0,0,
94,-94.448,37.097,140,R1,46689,NO,0,0,
33,-94.441,37.053,625,R2,79346,NO,0,0,
12,-94.441,37.094,41,R1,33082,NO,0,0,
57,-94.44,37.067,868,Do_nothing,0,NO,0,0,
97,-94.432,37.054,36,R3,111410,NO,0,0,
69,-94.431,37.1,74,R1,41699,NO,0,0,
3,-94.422,37.061,17,R3,27055,NO,0,0,
66,-94.411,37.068,10,R2,46107,NO,0,0,
